ciclo,target,s2_norm,s3_norm,s4_norm,s7_norm,s8_norm,s9_norm,s11_norm,s12_norm,s13_norm,s14_norm,s15_norm,s17_norm,s20_norm,s21_norm,s2_norm_mm,s3_norm_mm,s4_norm_mm,s7_norm_mm,s8_norm_mm,s9_norm_mm,s11_norm_mm,s12_norm_mm,s13_norm_mm,s14_norm_mm,s15_norm_mm,s17_norm_mm,s20_norm_mm,s21_norm_mm,s2_norm_slope,s3_norm_slope,s4_norm_slope,s7_norm_slope,s8_norm_slope,s9_norm_slope,s11_norm_slope,s12_norm_slope,s13_norm_slope,s14_norm_slope,s15_norm_slope,s17_norm_slope,s20_norm_slope,s21_norm_slope
1,0,0.008742959711623347,0.35103376123059665,-0.06836851368176051,-0.3581547086563214,0.2770284338960298,-0.410278086302018,-0.33317457380523674,-0.14210266399047813,0.1191489408987229,-0.5628397083893049,0.47406117942395987,-1.1120341161615548,-0.6689922744499986,-0.1958248322888379,0.008742959711623347,0.35103376123059665,-0.06836851368176051,-0.3581547086563214,0.2770284338960298,-0.410278086302018,-0.33317457380523674,-0.14210266399047813,0.1191489408987229,-0.5628397083893049,0.47406117942395987,-1.1120341161615548,-0.6689922744499986,-0.1958248322888379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.3537226713576197,-0.4269673443234368,0.914067623945418,-0.5980419981361137,0.11686152122107392,-0.2499388114663121,0.8367877381420873,-0.4322732136728794,0.3592498250951643,-0.3859707629861025,0.4169032507731678,1.2595152317068374,-0.41507148418948325,-0.7482799378311268,0.18123281553462153,-0.037966791546420076,0.4228495551318287,-0.47809835339621753,0.19694497755855186,-0.3301084488841651,0.2518065821684253,-0.28718793883167876,0.2391993829969436,-0.47440523568770365,0.44548221509856384,0.07374055777264132,-0.542031879319741,-0.47205238505998237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,-0.18291243564736037,-0.6518582888976572,0.4342491305684206,-0.5180795683095163,0.2770284338960298,-0.3040350409701661,-0.19553194887025885,-0.5715550775203933,-0.040918315231024883,-0.6054726137959838,0.5044263290196892,0.6666278947397393,-0.37275135247940744,-0.07870152766556379,0.05985106514062757,-0.2425972906634991,0.42664941361069264,-0.4914254250339838,0.22363946300437787,-0.3214173129128321,0.10269373848886391,-0.3819769850612502,0.1458268169209541,-0.5180943617237971,0.4651302530722723,0.2713696700950073,-0.4856050370396298,-0.3409354325951761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,-0.08708473796797746,-0.24462333520919943,-0.30257797265195147,-0.29273090243458616,0.3571118902353287,-0.4541398940078048,0.010931988532195711,-0.23108829922637758,0.27921619702847067,-0.3894274850461233,0.318663060904615,0.6666278947397393,-0.07651043050881622,-0.42866031738327676,0.02311711436347631,-0.2431038017999242,0.24434256704503166,-0.44175179438413437,0.2570075698121156,-0.35459795818657525,0.07975330099969685,-0.3442548136025321,0.17917416194783325,-0.4859276425543786,0.428513455030358,0.3701842262561903,-0.3833313854069264,-0.3628666537922013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,-0.10625027750385403,-0.22031080066065747,0.4715568319973139,-0.2636536552249031,0.3571118902353287,-0.9224865296220351,0.04534264476595851,-0.0918064353788637,0.759417965417714,-0.6388875937092915,0.4151170655028345,0.6666278947397393,-0.4997117476096651,-0.174657970007523,-0.002756364009989759,-0.23854520157207088,0.2897854200354881,-0.40613216655228807,0.2770284338967582,-0.46817567247366726,0.07287116975294919,-0.2937651379577984,0.2952229226418094,-0.5165196327853612,0.42583417712485333,0.4294729599529001,-0.40660745784747415,-0.3252249170352656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0.9861854760422006,0.5926395733069741,-0.5347147815427621,-0.3181734937430227,-0.4437226731394509,-0.8703397137939486,0.6647344569733711,-0.36263228174907847,0.5993507092879662,-0.5847322814359638,1.152811582152195,0.6666278947397393,0.3890110183021085,0.0991001154974864,0.16206727599870865,-0.10001440575889668,0.1523687197724464,-0.39147238775074383,0.15690324939072334,-0.5352030126937142,0.17151505095635286,-0.3052429952563451,0.34591088708283557,-0.5278884075604616,0.5469970779627435,0.4689987824173733,-0.2740043784892104,-0.254504078279807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,-0.08708473796797746,-0.009095656769991954,0.23423839790805245,-0.40177057947082534,0.2770284338960298,-0.48922934017241654,1.008841019310828,-0.5096520269214934,0.3592498250951643,-0.6613562870992434,0.3633176926630423,0.07374055777264124,-0.33043122076933157,-0.6233954503713889,0.12647413114632491,-0.08702601304619599,0.16406438807753299,-0.3929435579964698,0.17406399003433856,-0.5286353451906717,0.2911330464355636,-0.3344442854942234,0.3478164496560253,-0.5469552474945732,0.520757165777072,0.41253332175384017,-0.2820653559577991,-0.3072028457214615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.31539159228586655,-0.6321043545769669,-0.07665911399928188,-0.6561964925554385,0.2770284338960298,-0.7207222141752739,0.5270918320383933,-0.5676861368579648,0.1191489408987229,-0.882586498939109,0.4472684003688971,0.6666278947397393,-0.20347082563907387,-1.3127295986661824,0.15008881378876762,-0.15516080573754237,0.13397395031793113,-0.4258501748163409,0.18693454551704997,-0.552646203813747,0.3206278946359173,-0.36359951691469106,0.31923301106136254,-0.5889091539251403,0.5115710701010501,0.44429514337707754,-0.27224103966795843,-0.4328936898395516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,0.967019936506324,-0.49382681433199627,0.32232602628178775,-0.5980419981361137,0.03677806488541685,-0.45608930768357225,0.6647344569733711,-0.44774897632259336,0.19918256896541653,-0.7523833013458472,0.6937619676754616,-0.5191467791944568,-0.4997117476096651,-0.3729209133758209,0.24085893853516277,-0.19279036224803725,0.15490195875835966,-0.444982599629649,0.17025049211353516,-0.541917659799283,0.35886195711785657,-0.3729494568489024,0.3058940730507019,-0.6070729480829966,0.5318145031648736,0.33724604086912924,-0.2975155627725925,-0.4262300480102482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,-0.010422579824471123,0.37078769555132157,0.28398199981320427,-0.5689647509264306,0.11686152122107392,-0.25919852642645125,0.18298526970093637,-0.4129285103606929,0.27921619702847067,-0.8099953356791433,-0.26541952249573375,0.6666278947397393,0.21973049146177498,-0.6692569853142295,0.2157307866991994,-0.13643255646810135,0.16780996286384411,-0.4573808147593271,0.16491159502428904,-0.5136457464619999,0.3412742883761646,-0.3769473622000815,0.30322628544847874,-0.6273651868426112,0.4520911005988129,0.37018422625619024,-0.24579095734915576,-0.45053274174064634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,0.83286115975497,0.323682159863487,0.33683457683745016,-0.39086661176720966,0.2770284338960298,-0.08375129560321527,0.49268117580463044,-0.18079207061476313,-0.20098557136077266,-0.6273651868426428,-0.15467603573481623,0.07374055777264124,0.00812983291133551,-0.3630430443112056,0.2981426067035341,-0.13916771660481234,0.20833027191576514,-0.460652005070416,0.16491159502428904,-0.48099306739211956,0.4238598633371513,-0.38081630286251,0.2712128342225292,-0.633817734687945,0.38921737908293524,0.48876169364960986,-0.17807874661302237,-0.46725456294288314,0.08241182000433467,-0.002735160136710968,0.04052030905192107,-0.0032711903110888285,0.0,0.03265267906988027,0.08258557496098672,-0.0038689406624284996,-0.032013451225949556,-0.006452547845333789,-0.06287372151587761,0.11857746739341961,0.06771221073613341,-0.01672182120223677
12,0,0.2770605132141134,0.015216877778549999,0.03422766524766077,-0.44538645028532925,-0.043305391453882,-0.72267162785113,0.3894492071034154,-0.2929913498253215,0.43928345315821843,-0.5369142929393321,0.4508407709095637,0.6666278947397393,-0.542031879319741,-0.5253223218012781,0.2904763908891834,-0.09494929439461365,0.12034627604598946,-0.44538645028533763,0.14889490375679343,-0.5282663490306014,0.3791260102332841,-0.3668881164777542,0.2792161970288346,-0.648912087683268,0.39261113109657486,0.4294729599529001,-0.19077478612604812,-0.4449588013398983,-0.00766621581435063,0.044218422210198685,-0.08798399586977572,0.015265554785078444,-0.01601669126749559,-0.04727328163848179,-0.04473385310386719,0.013928186384755792,0.008003362806305415,-0.015094352995322963,0.0033937520136395893,-0.05928873369670982,-0.01269603951302577,0.022295761602984864
